Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
Captain Morgan Spiced Gold (3l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230511-0945_YADJBETJehftdpJPP-small.jpg,6FDrskWNEb2rNPh9T,6FDrskWNEb2rNPh9T,821,Captain Morgan Spiced Gold (3l),21048,Fl,fl,Fl,,3l,3
Captain Morgan White Rum (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230121-1020_inbDCNJR7RTuNaGqN-small.png,myH86s2mtcEkRDf2b,myH86s2mtcEkRDf2b,822,Captain Morgan White Rum (0.7l),21049,Fl,fl,Fl,,0.7l,0.7
Captain Morgan White Rum (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230121-1023_q3p8HR8qWwYRFBbuk-small.png,a83zFW8X9f9ubgdYM,a83zFW8X9f9ubgdYM,823,Captain Morgan White Rum (1l),21050,Fl,fl,Fl,,1l,1
Companero Ron Extra Anejo (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0711_vZaffEZPRkrxnKgap-small.jpg,,,,,,,,,,,
Dead Head Dark Chocolate (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0711_j5vh5mb9rsETKCTmR-small.jpg,,,,,,,,,,,
Dead Head Rum 6 J. (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0712_FgPnGXy9HxjmRiqsB-small.jpg,,,,,,,,,,,
Dictador 12years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0712_BPxmvDizQuB7NeEg9-small.jpg,,,,,,,,,,,
Dictador 20years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0712_dewf69aGpWrfdN2BA-small.jpg,,,,,,,,,,,
Don Papa Baroko (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1348_mssoZc6jkbGJ7hGsj-small.jpg,Yp2owzMadRahoHYGm,Yp2owzMadRahoHYGm,1269,Don Papa Baroko (0.7l),21120,Fl,fl,Fl,,0.7l,0.7
Dos Maderas 5+5 Jahre PX (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0713_gqyoGaxWss5eiWx86-small.jpg,2JT3EBBPrMXsBAMrB,2JT3EBBPrMXsBAMrB,1272,Dos Maderas 5+5 Jahre PX (0.7l),21152,Fl,fl,Fl,,0.7l,0.7
El Dorado 12years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230502-0713_dyWGv7rKJoLq448Zc-small.jpg,9qsbdnhGsbrNuZTyh,9qsbdnhGsbrNuZTyh,1326,El Dorado 12years (0.7l),21108,Fl,fl,Fl,,0.7l,0.7
