source_file,artikelname,bildurl,normalized_name
Wein1.csv,Colli Vai Bò - Lugana (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0930_TCNLp8h9hMeK4G6Kt-small.png,colli vai bò - lugana (0.75l)
Wein1.csv,Colli Vai Bò - Merlot (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0930_2mb5TFLy6A7JkwHMY-small.png,colli vai bò - merlot (0.75l)
Wein1.csv,Contesa - Vigna Corvino (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0843_FnrcjYKvyjdQYnvNz-small.jpeg,contesa - vigna corvino (0.75l)
Wein1.csv,Contesa - Vigna Corvino Cerasuolo (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0515_4x6MmPDsghMPLPkXb-small.jpg,contesa - vigna corvino cerasuolo (0.75l)
Wein1.csv,Contesa - Vigna Corvino Passerina (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0844_jTByEeoGPuEGv7Hcb-small.jpeg,contesa - vigna corvino passerina (0.75l)
Wein1.csv,Contesa - Vigna Corvino Pecorino (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0844_eN8eg6W6NCzq2ZAmt-small.jpeg,contesa - vigna corvino pecorino (0.75l)
Wein1.csv,Contesa - Vigna Corvino Trebbiano (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0844_HSrSxmKr42uqBGMwg-small.jpeg,contesa - vigna corvino trebbiano (0.75l)
Wein1.csv,Corte Giara - Amarone della (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0845_zfZuo674KfLqpF8zM-small.jpeg,corte giara - amarone della (0.75l)
Wein1.csv,Corte Giara - Bardolino Chiaretto (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0515_EhLwrDiisdvmticuM-small.png,corte giara - bardolino chiaretto (0.75l)
Wein1.csv,Corte Giara - Merlot Corvina del (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0845_joiuNdeQr2K7c2WRv-small.jpeg,corte giara - merlot corvina del (0.75l)
Wein1.csv,Corte Giara - Recioto della (0.5l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230515-0944_rs6h4uLLY3JNb3uwP-small.jpeg,corte giara - recioto della (0.5l)
Wein1.csv,Corte Giara - Valpolicella (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0846_DaAcsoFvPa42562zt-small.jpeg,corte giara - valpolicella (0.75l)
Wein1.csv,Corte Giara - Valpolicella Ripasso (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0846_yHKuwfGWs38Tp8ua5-small.jpeg,corte giara - valpolicella ripasso (0.75l)
Wein1.csv,"Crudo - Catarratto-Zibibbo (0,75L)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240611-1214_o6bebimdcF88akzRf-small.jpeg,"crudo - catarratto-zibibbo (0,75l)"
Wein1.csv,Cusumano Syrah (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0847_rqLWQKMh5LC2JnMZR-small.jpeg,cusumano syrah (0.75l)
Wein1.csv,Cà dei Frati - Brolettino Lugana (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0934_8NSfmNsgHboC4gSG9-small.png,cà dei frati - brolettino lugana (0.75l)
Wein1.csv,Cà dei Frati - I Frati Lugana (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0932_wqkyh4ZAL7bzQmEFD-small.jpg,cà dei frati - i frati lugana (0.75l)
Wein1.csv,Cà dei Frati - Pratto (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0935_m4zCf3Rb6vrm6ZBx7-small.png,cà dei frati - pratto (0.75l)
Wein1.csv,Cà dei Frati - Ronchedone (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0933_i82ceMpb8f4qxtR4d-small.jpg,cà dei frati - ronchedone (0.75l)
Wein1.csv,Cà dei Frati - Rosa dei Frati (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_220815-0933_akv5zCbr4DmK3yWe8-small.png,cà dei frati - rosa dei frati (0.75l)
Wein1.csv,"CàMaiol - ""Prestige"" Lugana (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0847_eyuwfeSJZTKbJf7W3-small.jpeg,"càmaiol - ""prestige"" lugana (0.75l)"
Wein1.csv,"CàMaiol - ""Roseri"" Chiaretto (0.75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230516-0517_rip7X7jvXoZLWtdj3-small.jpg,"càmaiol - ""roseri"" chiaretto (0.75l)"
Wein1.csv,"Côtes-du-Rhône Saint-Esprit (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0848_4B7vYcEZeicmdrPhg-small.jpeg,"côtes-du-rhône saint-esprit (0,75l)"
Wein1.csv,Delas - Crozes-Hermitage Cru Le Clo (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0849_sm25Cu8WrptS9bevW-small.jpeg,delas - crozes-hermitage cru le clo (0.75l)
Wein1.csv,Delas - Crozes-Hermitage Les Launes (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0849_NLSYscgPkY7TT5Pi7-small.jpeg,delas - crozes-hermitage les launes (0.75l)
Wein1.csv,Delas - Viognier (0.75l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0850_LFyGpqJMEYs9kBjGR-small.jpeg,delas - viognier (0.75l)
Wein1.csv,"Der Ohne Alkohlfrei - Weingut Spiess Riesling (0,75l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0850_acGPhfFZ9qQ9tg8in-small.jpeg,"der ohne alkohlfrei - weingut spiess riesling (0,75l)"
Wein1.csv,Divino - Franconia Bacchus feinherb (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0851_bmiS69M46zYz5yqE2-small.jpeg,divino - franconia bacchus feinherb (1l)
Wein1.csv,Divino - Franconia Müller Thurgau (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0851_x47fGWojTnpr2dbHi-small.jpeg,divino - franconia müller thurgau (1l)
Wein1.csv,Divino - Franconia Riesling (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0853_Jrth5vpZbSDo4kQtx-small.jpeg,divino - franconia riesling (1l)
Wein1.csv,Divino - Franconia Silvaner (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240404-0853_uaRhbjSfNrRTGvWbj-small.jpeg,divino - franconia silvaner (1l)
Whiskey.csv,Chivas Regal 12years Standard (0.05l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0852_hHSDCRJdwTRHoijPy-small.jpg,chivas regal 12years standard (0.05l)
Whiskey.csv,Chivas Regal 12years Standard (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221128-2125_pQBJ63m9WXyDtXuBB-small.jpg,chivas regal 12years standard (0.7l)
Whiskey.csv,Chivas Regal 12years Standard (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1347_J2X7XPNcvkTTjnuEj-small.jpg,chivas regal 12years standard (1l)
Whiskey.csv,Chivas Regal 18years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230304-0800_ZJJQkkTbe6sxsxnP3-small.jpg,chivas regal 18years (0.7l)
Whiskey.csv,Chivas Regal 25years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0852_gx2TQN43NYMh5SjHK-small.jpg,chivas regal 25years (0.7l)
Whiskey.csv,Chivas Regal Royal Salute 21years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0856_TbwDLMY2Drw9m3CbZ-small.jpg,chivas regal royal salute 21years (0.7l)
Whiskey.csv,Chivas Regal Ultis (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240701-1156_qGjn9EJD8hDDtarnB-small.jpeg,chivas regal ultis (0.7l)
Whiskey.csv,Clynelish 14years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230201-2125_2iCQQFZcgxjNgyfNC-small.jpg,clynelish 14years (0.7l)
Whiskey.csv,Connemara Original Peated Single (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0904_RmidyQNjTEjiGmw4s-small.jpg,connemara original peated single (0.7l)
Whiskey.csv,Copper Dog (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0904_oom8L6hoNfBJGXpxr-small.jpg,copper dog (0.7l)
Whiskey.csv,Cragganmore 12years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1916_eCxfrf7KSKBWdHaXy-small.jpg,cragganmore 12years (0.7l)
Whiskey.csv,"Cragganmore Single Malt Speyside Distillers Edition 0,7l",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230130-0810_qh59iGDQFNK7noDPG-small.png,"cragganmore single malt speyside distillers edition 0,7l"
Whiskey.csv,Cutty Sark Blended Scotch (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0905_qn6e85gWzDq2ZEnLu-small.jpg,cutty sark blended scotch (0.7l)
Whiskey.csv,Dalwhinnie 15years (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_221205-1918_33nRJh4sCzoKNz6uh-small.jpg,dalwhinnie 15years (0.7l)
Whiskey.csv,Dewar's 12years Old Blended Scotch (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0906_KfAGKqch8uKZGaXRd-small.jpg,dewar's 12years old blended scotch (0.7l)
Whiskey.csv,Dimple Golden Selection (0.7l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230429-0909_qeyoFQyxR378cfiQ2-small.jpg,dimple golden selection (0.7l)
