Artikelname,BildURL,data_id,data_productid,data_index,title_attribute,ref,unit_title,unit_value,unit_label,tags,volume_raw,volume_liters
"Burkhardt Maracuja-Nektar (24x0,2l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250521-1011_gJJbAvdAi8S6R5xh8-small.jpeg,yMbiGQaT6JSdZCgJg,yMbiGQaT6JSdZCgJg,709,"Burkhardt Maracuja-Nektar          (24x0,2l)",22243,Ki,ki,Ki,,"0,2l",0.2
"Burkhardt Multivitamin (24x0,2l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_250521-1013_tCYBTLos4w257bMbL-small.jpeg,BuXsAf9Z4uoRCRoPi,BuXsAf9Z4uoRCRoPi,710,"Burkhardt Multivitamin (24x0,2l)",8644,Ki,ki,Ki,Vorbesteller | Vorbesteller,"0,2l",0.2
Burkhardt Multivitamine (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230512-1056_jxMgLmHdu3YoXWRcm-small.png,jMANmTMp57kPZSJ8d,jMANmTMp57kPZSJ8d,711,Burkhardt Multivitamine (1l),22189,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Burkhardt Orange (0.2l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0916_eGYS6Mxekmm5AdvD2-small.jpg,tB4Qw45jnxoKpv9Pj,tB4Qw45jnxoKpv9Pj,712,Burkhardt Orange (0.2l),22168,Ki (24 Fl),ki,Ki (24 Fl),,0.2l,0.2
Burkhardt Orange (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0916_nQaFyroWTKM665kd7-small.jpg,m8mvC3ZF3hKpeQqx3,m8mvC3ZF3hKpeQqx3,713,Burkhardt Orange (1l),22162,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
Burkhardt Orange BiB (10l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230513-0954_BCa6pLv4cYAfJWdiD-small.png,7GSEPcpgfx7byyzXw,7GSEPcpgfx7byyzXw,714,Burkhardt Orange BiB (10l),22171,Krt,krt,Krt,,10l,10
Burkhardt Pfirsich-Nektar (6xl),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_231117-1657_WX3WuyQ8uEiiFchRa-small.jpeg,rdmD4jbojGE3g63QF,rdmD4jbojGE3g63QF,715,Burkhardt Pfirsich-Nektar (6xl),22230,Kiste,kiste,Kiste,,,
Burkhardt Rhabarber (1l),https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230419-1155_EfxJXgftpEL8TZHDz-small.png,3YM7RcRere4LkzeuK,3YM7RcRere4LkzeuK,716,Burkhardt Rhabarber (1l),22163,Krt (6 Fl),krt,Krt (6 Fl),,1l,1
"Burkhardt Sauerkirsch Nektar (24x0,2l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_240523-1023_rftxXG3A2yX7ceskt-small.jpeg,YNKXuZdF9mreG4Ekd,YNKXuZdF9mreG4Ekd,717,"Burkhardt Sauerkirsch Nektar       (24x0,2l)",22242,Ki,ki,Ki,,"0,2l",0.2
"Burkhardt Tomate (1,0l)",https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230328-0731_t9pdKczmMznqmBfNk-small.png,QxiDD7athoHvtdJqa,QxiDD7athoHvtdJqa,733,"Burkhardt Tomate (1,0l)",22216,Kiste,kiste-,Kiste,,"1,0l",1.0
Burkhardt Traube Rot,https://cdn.orderlion.com/itemimages/_supplier_7JWbbFcM6nq2am6mM/_230915-1016_hkvotaC4sFzBYEiCy-small.jpeg,9kvz2q7SGSAQkAYNk,9kvz2q7SGSAQkAYNk,734,Burkhardt Traube Rot,22224,Kiste,kiste-,Kiste,,,
