"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Henrietta Gastronomie GmbH";"So., 23.11.25 16:57";"So., 23.11.25";"16:57";"12841-250038261";"Mo., 24.11.25";"13";""
"Mom Restaurant";"So., 23.11.25 16:25";"So., 23.11.25";"16:25";"13683-250038260";"Mo., 24.11.25";"6";""
"Clubhouse Nürnberg";"So., 23.11.25 15:53";"So., 23.11.25";"15:53";"10115-250038259";"Mo., 24.11.25";"3";""
"Orginal Berliner Döner Bamberg";"So., 23.11.25 15:27";"So., 23.11.25";"15:27";"13498-250038258";"Mo., 24.11.25";"8";""
"Lascala Restaurant";"So., 23.11.25 14:54";"So., 23.11.25";"14:54";"12507-250038257";"Mo., 24.11.25";"14";""
"Stadtparkcafé Fürth";"So., 23.11.25 14:50";"So., 23.11.25";"14:50";"10283-250038256";"Mo., 24.11.25";"6";""
"Haymat GmbH";"So., 23.11.25 14:45";"So., 23.11.25";"14:45";"12487-250038255";"Mo., 24.11.25";"10";""
"Ludwig Gastronomie Betriebs GmbH";"So., 23.11.25 14:39";"So., 23.11.25";"14:39";"12709-250038254";"Mo., 24.11.25";"17";""
"Weinerei";"So., 23.11.25 14:18";"So., 23.11.25";"14:18";"13502-250038253";"Mo., 24.11.25";"1";""
"Auckland Coffe & more";"So., 23.11.25 14:15";"So., 23.11.25";"14:15";"11707-250038252";"Mo., 24.11.25";"10";""
"B&A Gastronomie GmbH (Santos)";"So., 23.11.25 14:09";"So., 23.11.25";"14:09";"10317-250038251";"Di., 25.11.25";"7";""
"Santos-Tapas Bar KU-Depot";"So., 23.11.25 14:08";"So., 23.11.25";"14:08";"12293-250038250";"Di., 25.11.25";"3";""
"Zeit & Raum";"So., 23.11.25 14:07";"So., 23.11.25";"14:07";"10096-250038249";"Di., 25.11.25";"43";""
"Santos DOS";"So., 23.11.25 14:07";"So., 23.11.25";"14:07";"13847-250038248";"Mi., 26.11.25";"8";""
"Bahama Bar KU-Depot";"So., 23.11.25 13:58";"So., 23.11.25";"13:58";"12292-250038247";"Di., 25.11.25";"4";""
"Burgerheart Fürth GmbH";"So., 23.11.25 13:19";"So., 23.11.25";"13:19";"11422-250038246";"Mo., 24.11.25";"6";""
"ALE ORA Roth";"So., 23.11.25 12:58";"So., 23.11.25";"12:58";"12833-250038245";"Mo., 24.11.25";"10";""
"Kleine Pause GmbH - Das schiefe Haus";"So., 23.11.25 12:33";"So., 23.11.25";"12:33";"11486-250038244";"Mo., 24.11.25";"1";""
"Estragon GmbH";"So., 23.11.25 11:53";"So., 23.11.25";"11:53";"10014-250038243";"Mo., 24.11.25";"21";""
"Hot Tacos";"So., 23.11.25 10:13";"So., 23.11.25";"10:13";"12167-250038242";"Mo., 24.11.25";"14";""
"Harlem GbR";"So., 23.11.25 07:22";"So., 23.11.25";"07:22";"10072-250038241";"Mo., 24.11.25";"38";""
"A & N Gastro GmbH & Co. KG";"So., 23.11.25 02:30";"So., 23.11.25";"02:30";"13848-250038240";"Fr., 28.11.25";"24";""
"Kleine Pause GmbH - Das schiefe Haus";"So., 23.11.25 02:13";"So., 23.11.25";"02:13";"11486-250038239";"Mo., 24.11.25";"18";""
"HAUS 33 Entertainment GmbH";"So., 23.11.25 01:45";"So., 23.11.25";"01:45";"12703-250038238";"Do., 27.11.25";"16";""
"Fogón Productions";"So., 23.11.25 01:45";"So., 23.11.25";"01:45";"10524-250038237";"Mi., 26.11.25";"18";""
"Du & Ich";"So., 23.11.25 01:11";"So., 23.11.25";"01:11";"13144-250038236";"Mo., 24.11.25";"7";""
"Gaststätte Park Central";"Sa., 22.11.25 23:31";"Sa., 22.11.25";"23:31";"10387-250038235";"Mi., 26.11.25";"19";""
"Arizona Forchheim GmbH & Co.KG";"Sa., 22.11.25 23:01";"Sa., 22.11.25";"23:01";"10025-250038234";"Di., 25.11.25";"18";""
"NaPizza Napoletana GbR Fürth";"Sa., 22.11.25 22:04";"Sa., 22.11.25";"22:04";"10436-250038233";"Mo., 24.11.25";"15";""
"Tapasitos Nürnberg GmbH";"Sa., 22.11.25 21:36";"Sa., 22.11.25";"21:36";"11059-250038232";"Mi., 26.11.25";"20";""
"Wirtshaus am Opernhaus GmbH";"Sa., 22.11.25 19:56";"Sa., 22.11.25";"19:56";"12101-250038231";"Mo., 24.11.25";"11";""
"Beny's";"Sa., 22.11.25 18:43";"Sa., 22.11.25";"18:43";"12129-250038230";"Mi., 26.11.25";"7";""
"Ulrich Migotto";"Sa., 22.11.25 18:33";"Sa., 22.11.25";"18:33";"12356-250038229";"Mo., 24.11.25";"3";""
"Tellerrand Gastro GmbH";"Sa., 22.11.25 17:26";"Sa., 22.11.25";"17:26";"10625-250038228";"Mo., 24.11.25";"25";""
"ZweiSinn Meiers l Bistro l";"Sa., 22.11.25 16:50";"Sa., 22.11.25";"16:50";"10138-250038227";"Di., 25.11.25";"14";""
"CDC Gastro GmbH";"Sa., 22.11.25 12:20";"Sa., 22.11.25";"12:20";"12092-250038226";"Di., 25.11.25";"13";""
"bubeundkönig GmbH";"Sa., 22.11.25 11:39";"Sa., 22.11.25";"11:39";"11245-250038225";"Mo., 24.11.25";"6";""
"Tipico Erlangen";"Sa., 22.11.25 11:32";"Sa., 22.11.25";"11:32";"13136-250038224";"Di., 25.11.25";"6";""
"LE-MO Cafe";"Sa., 22.11.25 10:59";"Sa., 22.11.25";"10:59";"13213-250038223";"Mo., 24.11.25";"5";""
"Spielodrom Spielhalle Nürnberg";"Sa., 22.11.25 10:06";"Sa., 22.11.25";"10:06";"13075-250038222";"Mo., 24.11.25";"3";""
"mach1 Club GmbH";"Sa., 22.11.25 06:30";"Sa., 22.11.25";"06:30";"11593-250038221";"Mo., 24.11.25";"13";""
"Boteco";"Sa., 22.11.25 05:08";"Sa., 22.11.25";"05:08";"13025-250038220";"Mo., 24.11.25";"6";""
"Napizza Napolenta GbR Nürnberg";"Sa., 22.11.25 00:27";"Sa., 22.11.25";"00:27";"11204-250038219";"Mo., 24.11.25";"12";""
"Gourmet Tempel";"Fr., 21.11.25 22:56";"Fr., 21.11.25";"22:56";"11780-250038218";"Mo., 24.11.25";"5";""
"Hey Hilde - Tanzstudio";"Fr., 21.11.25 18:35";"Fr., 21.11.25";"18:35";"13347-250038217";"Mi., 26.11.25";"10";""
"Jugendamt Reutersbrunnenstrasse";"Fr., 21.11.25 15:30";"Fr., 21.11.25";"15:30";"14094-250038216";"Mo., 24.11.25";"3";""
"Restaurant La Vita, Fabio Galizia";"Fr., 21.11.25 15:04";"Fr., 21.11.25";"15:04";"11985-250038215";"Mo., 24.11.25";"5";""
"SVA System Vertrieb Alexander GmbH";"Fr., 21.11.25 14:45";"Fr., 21.11.25";"14:45";"13246-250038214";"Mo., 24.11.25";"3";""
"Avenon Privat-Hotel am Steinberg";"Fr., 21.11.25 14:09";"Fr., 21.11.25";"14:09";"12419-250038213";"Mo., 24.11.25";"11";""
"Kulturladen Loni-Übler-Haus";"Fr., 21.11.25 13:23";"Fr., 21.11.25";"13:23";"13275-250038212";"Di., 25.11.25";"11";""
"Adina";"Fr., 21.11.25 13:18";"Fr., 21.11.25";"13:18";"10339-250038211";"Mo., 24.11.25";"8";""
"Adina";"Fr., 21.11.25 13:17";"Fr., 21.11.25";"13:17";"10339-250038210";"Mo., 24.11.25";"12";""
"Moc Quan";"Fr., 21.11.25 13:13";"Fr., 21.11.25";"13:13";"13506-250038209";"Mo., 24.11.25";"8";""
"wirdenkenlokal GmbH";"Fr., 21.11.25 12:24";"Fr., 21.11.25";"12:24";"12135-250038208";"Mo., 24.11.25";"5";""
"Kuda FRD GmbH";"Fr., 21.11.25 12:20";"Fr., 21.11.25";"12:20";"13260-250038207";"Mo., 24.11.25";"14";""
"adesso SE";"Fr., 21.11.25 11:56";"Fr., 21.11.25";"11:56";"13204-250038206";"Mo., 24.11.25";"2";""
"Hotel Wilder Mann GmbH";"Fr., 21.11.25 11:30";"Fr., 21.11.25";"11:30";"11601-250038205";"Mo., 24.11.25";"4";""
"Primo Esspresso Cafebar Gebäude M211/ Modul 2";"Fr., 21.11.25 10:57";"Fr., 21.11.25";"10:57";"12027-250038204";"Mo., 24.11.25";"9";""
"Curacon GmbH";"Fr., 21.11.25 10:48";"Fr., 21.11.25";"10:48";"13360-250038203";"Mo., 24.11.25";"2";""
"Emerson Renaldi";"Fr., 21.11.25 10:39";"Fr., 21.11.25";"10:39";"10142-250038202";"Mo., 24.11.25";"1";""
"Evenord-Bank eG-KG";"Fr., 21.11.25 10:38";"Fr., 21.11.25";"10:38";"11451-250038201";"Mo., 24.11.25";"4";""
"Weissman & Cie. GmbH";"Fr., 21.11.25 09:44";"Fr., 21.11.25";"09:44";"13266-250038200";"Mo., 24.11.25";"5";""
"Hahn GmbH";"Fr., 21.11.25 08:54";"Fr., 21.11.25";"08:54";"11033-250038199";"Mo., 24.11.25";"6";""
"Twentys Shisha Bar";"Fr., 21.11.25 03:11";"Fr., 21.11.25";"03:11";"13685-250038198";"Mo., 24.11.25";"4";""
"MAXIM";"Fr., 21.11.25 02:21";"Fr., 21.11.25";"02:21";"10654-250038197";"Fr., 21.11.25";"38";""
"MAXIM KU-Depot";"Fr., 21.11.25 02:10";"Fr., 21.11.25";"02:10";"12683-250038196";"Fr., 21.11.25";"4";""
"Restobar Zoom";"Fr., 21.11.25 02:04";"Fr., 21.11.25";"02:04";"12389-250038195";"Fr., 21.11.25";"18";""
"Mitte Soundbar";"Fr., 21.11.25 02:00";"Fr., 21.11.25";"02:00";"12000-250038194";"Fr., 21.11.25";"14";""
"Firstclass Event & Hotel";"Fr., 21.11.25 01:22";"Fr., 21.11.25";"01:22";"11770-250038193";"Fr., 21.11.25";"3";""
"HOY Hospitality GmbH";"Fr., 21.11.25 01:12";"Fr., 21.11.25";"01:12";"13926-250038192";"Fr., 21.11.25";"7";""
"AVE Gastro UG";"Fr., 21.11.25 00:55";"Fr., 21.11.25";"00:55";"14079-250038191";"Fr., 21.11.25";"17";""
"Dune Handel & Verwaltung GmbH (Heaven FKK-Club)";"Fr., 21.11.25 00:36";"Fr., 21.11.25";"00:36";"13082-250038190";"Fr., 21.11.25";"16";""
"Bel Hana Gastro GmbH";"Fr., 21.11.25 00:30";"Fr., 21.11.25";"00:30";"13189-250038189";"Fr., 21.11.25";"6";""
"Nachtcafé";"Fr., 21.11.25 00:28";"Fr., 21.11.25";"00:28";"10024-250038188";"Fr., 21.11.25";"8";""
"Tellerrand Gastro GmbH";"Fr., 21.11.25 00:22";"Fr., 21.11.25";"00:22";"10625-250038187";"Fr., 21.11.25";"2";""
"Napizza Napolenta GbR Nürnberg";"Fr., 21.11.25 00:05";"Fr., 21.11.25";"00:05";"11204-250038186";"Fr., 21.11.25";"8";""
"Virgin Bar & Lounge";"Do., 20.11.25 23:57";"Do., 20.11.25";"23:57";"13671-250038185";"Fr., 21.11.25";"3";""
"Lübbis Essen & Trinken";"Do., 20.11.25 23:48";"Do., 20.11.25";"23:48";"11569-250038184";"Mo., 24.11.25";"11";""
"Lübbis Essen & Trinken c/o Gutlands";"Do., 20.11.25 23:42";"Do., 20.11.25";"23:42";"14040-250038183";"Mo., 24.11.25";"12";""
"Gate 23 GmbH";"Do., 20.11.25 23:30";"Do., 20.11.25";"23:30";"12738-250038182";"Fr., 21.11.25";"14";""
"Galerie Ostermayr GmbH";"Do., 20.11.25 23:12";"Do., 20.11.25";"23:12";"13167-250038181";"Fr., 21.11.25";"17";""
"Nguyen Cuong Erich District Ba";"Do., 20.11.25 22:57";"Do., 20.11.25";"22:57";"11658-250038180";"Fr., 21.11.25";"10";""
"Itaefong Food Bar";"Do., 20.11.25 22:50";"Do., 20.11.25";"22:50";"11897-250038179";"Fr., 21.11.25";"5";""
"Caffé - Bar Centrale Constanti";"Do., 20.11.25 22:43";"Do., 20.11.25";"22:43";"10259-250038178";"Fr., 21.11.25";"7";""
"Nathan's Gastronomie GmbH";"Do., 20.11.25 22:30";"Do., 20.11.25";"22:30";"12166-250038177";"Fr., 21.11.25";"7";""
"RATS";"Do., 20.11.25 22:20";"Do., 20.11.25";"22:20";"12472-250038176";"Mi., 26.11.25";"15";""
"H4 street food GmbH";"Do., 20.11.25 22:13";"Do., 20.11.25";"22:13";"13702-250038175";"Fr., 21.11.25";"20";""
"Restaurant ComPho 1966";"Do., 20.11.25 22:13";"Do., 20.11.25";"22:13";"11896-250038174";"Fr., 21.11.25";"12";""
"CoDung Restaurant";"Do., 20.11.25 22:12";"Do., 20.11.25";"22:12";"11895-250038173";"Fr., 21.11.25";"8";""
"HENRII Gastronomie GmbH";"Do., 20.11.25 21:47";"Do., 20.11.25";"21:47";"11212-250038172";"Fr., 21.11.25";"27";""
"BurgerBar Kuhmuhne GmbH";"Do., 20.11.25 21:36";"Do., 20.11.25";"21:36";"11360-250038171";"Fr., 21.11.25";"32";""
"Hiro 11";"Do., 20.11.25 21:31";"Do., 20.11.25";"21:31";"11268-250038170";"Fr., 21.11.25";"3";""
"KOKORO";"Do., 20.11.25 21:18";"Do., 20.11.25";"21:18";"10278-250038169";"Fr., 21.11.25";"8";""
"Edeka Luitpoldviertel";"Do., 20.11.25 21:11";"Do., 20.11.25";"21:11";"12757-250038168";"Fr., 21.11.25";"1";""
"La Fum‘ee";"Do., 20.11.25 20:55";"Do., 20.11.25";"20:55";"13013-250038167";"Fr., 21.11.25";"10";""
"Super Smash Burger";"Do., 20.11.25 20:50";"Do., 20.11.25";"20:50";"13833-250038166";"Fr., 21.11.25";"3";""
"Moon Restaurant";"Do., 20.11.25 20:39";"Do., 20.11.25";"20:39";"12140-250038165";"Fr., 21.11.25";"21";""
"yaya food GmbH Mesa";"Do., 20.11.25 20:25";"Do., 20.11.25";"20:25";"12836-250038164";"Fr., 21.11.25";"5";""
"Original Entertainment GmbH";"Do., 20.11.25 20:25";"Do., 20.11.25";"20:25";"12764-250038163";"Fr., 21.11.25";"6";""
"Original Entertainment GmbH";"Do., 20.11.25 20:20";"Do., 20.11.25";"20:20";"12764-250038162";"Fr., 21.11.25";"6";""
"Spielodrom Casino Gaming GmbH";"Do., 20.11.25 19:29";"Do., 20.11.25";"19:29";"11702-250038161";"Fr., 21.11.25";"5";""
"Giannikis Gastronomie Delphi";"Do., 20.11.25 19:26";"Do., 20.11.25";"19:26";"10506-250038160";"Fr., 21.11.25";"14";""
"Sanders GmbH";"Do., 20.11.25 19:19";"Do., 20.11.25";"19:19";"13179-250038159";"Fr., 21.11.25";"21";""
"N9 Brinner GmbH";"Do., 20.11.25 19:15";"Do., 20.11.25";"19:15";"12692-250038158";"Fr., 21.11.25";"11";""
"Castros Bar&Event";"Do., 20.11.25 19:11";"Do., 20.11.25";"19:11";"11501-250038157";"Fr., 21.11.25";"2";""
"Restaurant Mylos";"Do., 20.11.25 19:05";"Do., 20.11.25";"19:05";"11495-250038156";"Fr., 21.11.25";"3";""
"Castros Bar&Event";"Do., 20.11.25 18:52";"Do., 20.11.25";"18:52";"11501-250038155";"Fr., 21.11.25";"17";""
"Golden Club";"Do., 20.11.25 18:50";"Do., 20.11.25";"18:50";"11461-250038154";"Fr., 21.11.25";"31";""
"Noris Event GmbH / FKK Palmas";"Do., 20.11.25 18:50";"Do., 20.11.25";"18:50";"11739-250038153";"Fr., 21.11.25";"16";""
"Mama Lucia GmbH & Co. KG";"Do., 20.11.25 18:40";"Do., 20.11.25";"18:40";"13011-250038152";"Fr., 21.11.25";"18";""
"FIVE Diner II";"Do., 20.11.25 18:33";"Do., 20.11.25";"18:33";"12318-250038151";"Fr., 21.11.25";"10";""
"Burgerheart Bamberg GmbH";"Do., 20.11.25 18:33";"Do., 20.11.25";"18:33";"11445-250038150";"Fr., 21.11.25";"7";""
"Nguyen & Pham GbR";"Do., 20.11.25 18:26";"Do., 20.11.25";"18:26";"10032-250038149";"Fr., 21.11.25";"17";""
"Boris Hagel";"Do., 20.11.25 18:01";"Do., 20.11.25";"18:01";"13435-250038148";"Di., 25.11.25";"5";""
"Cafe Bar Markiz";"Do., 20.11.25 18:01";"Do., 20.11.25";"18:01";"10560-250038147";"Fr., 21.11.25";"12";""
"NaPizza Napoletana GbR Fürth";"Do., 20.11.25 17:46";"Do., 20.11.25";"17:46";"10436-250038146";"Fr., 21.11.25";"9";""
"Orginal Berliner Döner Bamberg";"Do., 20.11.25 17:43";"Do., 20.11.25";"17:43";"13498-250038145";"Fr., 21.11.25";"5";""
"Henrietta Gastronomie GmbH";"Do., 20.11.25 17:37";"Do., 20.11.25";"17:37";"12841-250038144";"Fr., 21.11.25";"9";""
"Krug 12 GbR";"Do., 20.11.25 17:22";"Do., 20.11.25";"17:22";"13915-250038143";"Fr., 21.11.25";"7";""
"bsk büro + designhaus GmbH";"Do., 20.11.25 17:04";"Do., 20.11.25";"17:04";"12557-250038142";"Fr., 21.11.25";"9";""
"Wirtshaus am Opernhaus GmbH";"Do., 20.11.25 17:00";"Do., 20.11.25";"17:00";"12101-250038141";"Fr., 21.11.25";"2";""
"Bao Street GmbH";"Do., 20.11.25 16:40";"Do., 20.11.25";"16:40";"10831-250038140";"Fr., 21.11.25";"17";""
"edel & weiss Zahnaertze";"Do., 20.11.25 16:39";"Do., 20.11.25";"16:39";"13580-250038139";"Mo., 24.11.25";"2";""
"Nürnberger Döner";"Do., 20.11.25 16:35";"Do., 20.11.25";"16:35";"12452-250038138";"Fr., 21.11.25";"11";""
"WonderWaffel Fürth";"Do., 20.11.25 16:33";"Do., 20.11.25";"16:33";"11119-250038137";"Fr., 21.11.25";"8";""
"La Piazza";"Do., 20.11.25 16:29";"Do., 20.11.25";"16:29";"13127-250038136";"Fr., 21.11.25";"14";""
"Orko Cafe";"Do., 20.11.25 16:25";"Do., 20.11.25";"16:25";"13293-250038135";"Fr., 21.11.25";"18";""
"Balazzo Brozzi";"Do., 20.11.25 16:10";"Do., 20.11.25";"16:10";"13648-250038134";"Fr., 21.11.25";"9";""
"KPMG";"Do., 20.11.25 15:28";"Do., 20.11.25";"15:28";"13552-250038133";"Fr., 21.11.25";"4";""
"Steinplatte Fine Dining GmbH";"Do., 20.11.25 15:16";"Do., 20.11.25";"15:16";"13351-250038132";"Fr., 21.11.25";"5";""
"Pfeuffer Immobilien Verwaltung & Management GmbH";"Do., 20.11.25 15:11";"Do., 20.11.25";"15:11";"13859-250038131";"Mo., 24.11.25";"16";""
"L`angelo Pizza & Pasta Am  Eck";"Do., 20.11.25 15:07";"Do., 20.11.25";"15:07";"11396-250038130";"Fr., 21.11.25";"26";""
"bmk CNC- Dreh- und Frästechnik GmbH Werk2";"Do., 20.11.25 15:05";"Do., 20.11.25";"15:05";"13332-250038129";"Mo., 24.11.25";"2";""
"arsmedium AG";"Do., 20.11.25 14:42";"Do., 20.11.25";"14:42";"10895-250038128";"Mo., 24.11.25";"7";""
"WTS Wirtschaftstreuhand GmbH";"Do., 20.11.25 14:37";"Do., 20.11.25";"14:37";"11988-250038127";"Mo., 24.11.25";"2";""
"Tonkiner Café";"Do., 20.11.25 14:27";"Do., 20.11.25";"14:27";"12962-250038126";"Fr., 21.11.25";"12";""
"achtzehn97 Cafe - Weinbar";"Do., 20.11.25 14:22";"Do., 20.11.25";"14:22";"10420-250038125";"Fr., 21.11.25";"2";""
"Süss Dealer  Cafe - Brasserie";"Do., 20.11.25 14:14";"Do., 20.11.25";"14:14";"10485-250038124";"Fr., 21.11.25";"17";""
"Bruderherz GmbH";"Do., 20.11.25 13:43";"Do., 20.11.25";"13:43";"10767-250038123";"Fr., 21.11.25";"18";""
"BASECOFFEE Nürnberg GmbH";"Do., 20.11.25 13:43";"Do., 20.11.25";"13:43";"12964-250038123";"Fr., 21.11.25";"13";""
"Commerzbank AG  Laura Schärtel  PUK Nürnberg Königstraße";"Do., 20.11.25 13:36";"Do., 20.11.25";"13:36";"12734-250038122";"Fr., 21.11.25";"2";""
"Berner + Straller GmbH";"Do., 20.11.25 13:34";"Do., 20.11.25";"13:34";"13336-250038121";"Di., 25.11.25";"10";""
"Rimowa";"Do., 20.11.25 13:01";"Do., 20.11.25";"13:01";"13464-250038120";"Mo., 24.11.25";"2";""
"Ludwigs Bar & Café";"Do., 20.11.25 12:41";"Do., 20.11.25";"12:41";"13263-250038119";"Fr., 21.11.25";"22";""
"Maro Entertainment GmbH (Blu Bowl)";"Do., 20.11.25 12:07";"Do., 20.11.25";"12:07";"12204-250038118";"Fr., 21.11.25";"4";""
"Original Berliner Döner Fürth";"Do., 20.11.25 12:02";"Do., 20.11.25";"12:02";"14030-250038117";"Fr., 21.11.25";"7";""
"N-ERGIE Lichtblick";"Do., 20.11.25 11:12";"Do., 20.11.25";"11:12";"11576-250038116";"Di., 25.11.25";"3";""
"Retterspitz GmbH";"Do., 20.11.25 10:53";"Do., 20.11.25";"10:53";"12153-250038115";"Mi., 10.12.25";"8";""
"INTER CONTROL Hermann Köhler Elektrik GmbH&Co. KG";"Do., 20.11.25 10:49";"Do., 20.11.25";"10:49";"13409-250038114";"Mo., 24.11.25";"6";""
"Café Kraft GmbH";"Do., 20.11.25 10:40";"Do., 20.11.25";"10:40";"10590-250038113";"Fr., 21.11.25";"13";""
"BASECOFFEE Bamberg GmbH";"Do., 20.11.25 10:26";"Do., 20.11.25";"10:26";"12966-250038112";"Fr., 21.11.25";"17";""
"Nexsun Fende und Lotter eGbR";"Do., 20.11.25 10:14";"Do., 20.11.25";"10:14";"14082-250038111";"Mo., 24.11.25";"12";""
"Bergbrand GmbH";"Do., 20.11.25 10:03";"Do., 20.11.25";"10:03";"11065-250038110";"Fr., 21.11.25";"8";""
"Der Bäcker Feihl GmbH";"Do., 20.11.25 09:59";"Do., 20.11.25";"09:59";"13885-250038109";"Do., 27.11.25";"1";""
"BNC Food&Catering UG (Mischbar)";"Do., 20.11.25 09:43";"Do., 20.11.25";"09:43";"10750-250038108";"Fr., 21.11.25";"1";""
"Pause Coffee Bar";"Do., 20.11.25 09:42";"Do., 20.11.25";"09:42";"13719-250038107";"Fr., 21.11.25";"6";""
"Stiftung ear";"Do., 20.11.25 09:40";"Do., 20.11.25";"09:40";"13243-250038106";"Fr., 21.11.25";"4";""
"FIVE Diner I";"Do., 20.11.25 09:40";"Do., 20.11.25";"09:40";"11060-250038106";"Fr., 21.11.25";"9";""
"N-ERGIE Lichtblick";"Do., 20.11.25 09:26";"Do., 20.11.25";"09:26";"11576-250038105";"Di., 25.11.25";"5";""
"Pause Coffee Bar";"Do., 20.11.25 09:06";"Do., 20.11.25";"09:06";"13719-250038104";"Fr., 21.11.25";"25";""
"Suse Software Solutions Germany";"Do., 20.11.25 08:26";"Do., 20.11.25";"08:26";"11842-250038103";"Fr., 21.11.25";"5";""
"CARE Vision Germany GmbH";"Do., 20.11.25 08:12";"Do., 20.11.25";"08:12";"10892-250038102";"Mo., 24.11.25";"3";""
"Choice GmbH";"Do., 20.11.25 07:51";"Do., 20.11.25";"07:51";"12154-250038101";"Fr., 21.11.25";"4";""
"Sumitomo (SHI) Demag Plastics Machinery GmbH / Vertriebsgebäude";"Do., 20.11.25 07:39";"Do., 20.11.25";"07:39";"13034-250038100";"Di., 25.11.25";"3";""
"Kindergarten St. Paul";"Do., 20.11.25 06:57";"Do., 20.11.25";"06:57";"13070-250038099";"Mo., 24.11.25";"3";""
"Cloud Bar & Lounge";"Do., 20.11.25 04:56";"Do., 20.11.25";"04:56";"12614-250038098";"Do., 20.11.25";"3";""
"Premier Inn Hauptbahnhof  City Centre";"Do., 20.11.25 04:06";"Do., 20.11.25";"04:06";"10792-250038097";"Fr., 21.11.25";"11";""
"Parkcafé Neumarkt";"Do., 20.11.25 03:02";"Do., 20.11.25";"03:02";"10744-250038096";"Do., 20.11.25";"11";""
"Noon Mirch";"Do., 20.11.25 02:37";"Do., 20.11.25";"02:37";"12594-250038095";"Do., 20.11.25";"17";""
"KORN‘S GmbH";"Do., 20.11.25 01:26";"Do., 20.11.25";"01:26";"13147-250038094";"Do., 20.11.25";"8";""
"mach1 Club GmbH";"Do., 20.11.25 00:56";"Do., 20.11.25";"00:56";"11593-250038093";"Do., 20.11.25";"12";""
"Mitte Soundbar";"Do., 20.11.25 00:16";"Do., 20.11.25";"00:16";"12000-250038092";"Do., 20.11.25";"25";""
"Vice City";"Mi., 19.11.25 23:08";"Mi., 19.11.25";"23:08";"13962-250038091";"Do., 20.11.25";"7";""
"Indisches Restaurant Kohinoor";"Mi., 19.11.25 22:59";"Mi., 19.11.25";"22:59";"10837-250038090";"Do., 20.11.25";"20";""
"Society Nürnberg GmbH";"Mi., 19.11.25 22:45";"Mi., 19.11.25";"22:45";"10169-250038089";"Do., 20.11.25";"61";""
"W. Gillitzer & S. Weiß GbR - Füll 6";"Mi., 19.11.25 22:29";"Mi., 19.11.25";"22:29";"13440-250038088";"Do., 20.11.25";"2";""
"Amaya Ingolstadt";"Mi., 19.11.25 22:22";"Mi., 19.11.25";"22:22";"10823-250038087";"Do., 20.11.25";"19";""
"Zum Hennahuf";"Mi., 19.11.25 22:14";"Mi., 19.11.25";"22:14";"13636-250038086";"Do., 20.11.25";"4";""
"Kiosk am Zollhaus";"Mi., 19.11.25 22:13";"Mi., 19.11.25";"22:13";"13162-250038085";"Do., 20.11.25";"27";""
"Rocket Diner";"Mi., 19.11.25 22:07";"Mi., 19.11.25";"22:07";"13093-250038084";"Do., 20.11.25";"11";""
"Hiro Sakao Fürth GmbH";"Mi., 19.11.25 22:00";"Mi., 19.11.25";"22:00";"10832-250038083";"Do., 20.11.25";"15";""
"994 Ginza";"Mi., 19.11.25 21:57";"Mi., 19.11.25";"21:57";"10766-250038082";"Do., 20.11.25";"21";""
"Bayreuth Feiert ehem. Breakout";"Mi., 19.11.25 21:50";"Mi., 19.11.25";"21:50";"11993-250038081";"Do., 20.11.25";"2";""
"Mom Restaurant";"Mi., 19.11.25 21:36";"Mi., 19.11.25";"21:36";"13683-250038080";"Do., 20.11.25";"7";""
"Herzstück Erlangen";"Mi., 19.11.25 21:27";"Mi., 19.11.25";"21:27";"10345-250038079";"Do., 20.11.25";"11";""
"ALE ORA Lounge";"Mi., 19.11.25 21:07";"Mi., 19.11.25";"21:07";"11535-250038078";"Do., 20.11.25";"23";""
"Liebesbier Restaurant & Bar";"Mi., 19.11.25 20:53";"Mi., 19.11.25";"20:53";"12434-250038077";"Do., 20.11.25";"3";""
"hungry Food & Drink Veitsbronn";"Mi., 19.11.25 20:42";"Mi., 19.11.25";"20:42";"12795-250038076";"Mo., 24.11.25";"2";""
"Restaurant Dürrer Hase";"Mi., 19.11.25 20:40";"Mi., 19.11.25";"20:40";"10038-250038075";"Do., 20.11.25";"7";""
"Frey GbR David Häuser, Muamet Abdiji / USG Bar Ohne Namen";"Mi., 19.11.25 20:39";"Mi., 19.11.25";"20:39";"10073-250038074";"Do., 20.11.25";"19";""
"Lubu Restaurant GmbH";"Mi., 19.11.25 20:33";"Mi., 19.11.25";"20:33";"10807-250038073";"Do., 20.11.25";"22";""
"Grüner Baum Fürth GmbH";"Mi., 19.11.25 20:15";"Mi., 19.11.25";"20:15";"12362-250038072";"Do., 20.11.25";"3";""
"Caesar's";"Mi., 19.11.25 20:13";"Mi., 19.11.25";"20:13";"10718-250038071";"Do., 20.11.25";"17";""
"Vini e Panini da Giorgio";"Mi., 19.11.25 20:12";"Mi., 19.11.25";"20:12";"12610-250038070";"Fr., 21.11.25";"17";""
"Rixx Lounge";"Mi., 19.11.25 19:59";"Mi., 19.11.25";"19:59";"11428-250038069";"Do., 20.11.25";"10";""
"Weingut Göbel";"Mi., 19.11.25 19:56";"Mi., 19.11.25";"19:56";"11998-250038068";"Do., 20.11.25";"3";""
