"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"HENRII Gastronomie GmbH";"So., 09.11.25 20:59";"So., 09.11.25";"20:59";"11212-250037231";"Mo., 10.11.25";"13";""
"KOKORO";"So., 09.11.25 20:54";"So., 09.11.25";"20:54";"10278-250037230";"Mo., 10.11.25";"10";""
"Burgerheart Fürth GmbH";"So., 09.11.25 20:27";"So., 09.11.25";"20:27";"11422-250037229";"Mo., 10.11.25";"12";""
"Café Queens DD";"So., 09.11.25 20:22";"So., 09.11.25";"20:22";"12623-250037228";"Mo., 10.11.25";"6";""
"Maro Entertainment GmbH (Blu Bowl)";"So., 09.11.25 20:19";"So., 09.11.25";"20:19";"12204-250037227";"Di., 11.11.25";"11";""
"Little Hiro";"So., 09.11.25 20:12";"So., 09.11.25";"20:12";"10728-250037226";"Mo., 10.11.25";"7";""
"Original Berliner Döner Fürth";"So., 09.11.25 20:01";"So., 09.11.25";"20:01";"14030-250037225";"Mo., 10.11.25";"5";""
"Herzstück Erlangen";"So., 09.11.25 19:58";"So., 09.11.25";"19:58";"10345-250037224";"Mo., 10.11.25";"17";""
"Society Nürnberg GmbH";"So., 09.11.25 19:25";"So., 09.11.25";"19:25";"10169-250037223";"Mo., 10.11.25";"22";""
"hungry Food & Drink Veitsbronn";"So., 09.11.25 19:13";"So., 09.11.25";"19:13";"12795-250037222";"Mo., 10.11.25";"8";""
"Indisches Restaurant Ganesha";"So., 09.11.25 18:14";"So., 09.11.25";"18:14";"10121-250037221";"Mo., 10.11.25";"11";""
"Arizona Erlangen GmbH & Co. KG";"So., 09.11.25 18:12";"So., 09.11.25";"18:12";"10023-250037220";"Di., 11.11.25";"1";""
"OI";"So., 09.11.25 17:54";"So., 09.11.25";"17:54";"10408-250037219";"Do., 13.11.25";"12";""
"La Fiesta";"So., 09.11.25 17:39";"So., 09.11.25";"17:39";"12468-250037218";"Di., 11.11.25";"13";""
"Stadtparkcafé Fürth";"So., 09.11.25 17:19";"So., 09.11.25";"17:19";"10283-250037217";"Mo., 10.11.25";"11";""
"KORN‘S GmbH";"So., 09.11.25 17:17";"So., 09.11.25";"17:17";"13147-250037216";"Di., 11.11.25";"50";""
"OI";"So., 09.11.25 17:03";"So., 09.11.25";"17:03";"10408-250037215";"Do., 13.11.25";"29";""
"Arizona Forchheim GmbH & Co.KG";"So., 09.11.25 16:39";"So., 09.11.25";"16:39";"10025-250037214";"Di., 11.11.25";"18";""
"Henrietta Gastronomie GmbH";"So., 09.11.25 16:30";"So., 09.11.25";"16:30";"12841-250037213";"Mo., 10.11.25";"11";""
"Tapasitos Nürnberg GmbH";"So., 09.11.25 16:23";"So., 09.11.25";"16:23";"11059-250037212";"Mi., 12.11.25";"29";""
"Desi Kneipe GbR";"So., 09.11.25 16:22";"So., 09.11.25";"16:22";"13372-250037211";"Mo., 10.11.25";"7";""
"Gelbes Haus Oliver Kirschner e.K. (Tafelhalle)";"So., 09.11.25 16:11";"So., 09.11.25";"16:11";"11972-250037210";"Mo., 10.11.25";"15";""
"Gelbes Haus Oliver Kirschner e.K. (Klingenhofstraße)";"So., 09.11.25 16:04";"So., 09.11.25";"16:04";"11971-250037209";"Mo., 10.11.25";"2";""
"Hotel Silberhorn";"So., 09.11.25 15:58";"So., 09.11.25";"15:58";"13600-250037208";"Mo., 10.11.25";"10";""
"Zeit & Raum";"So., 09.11.25 15:51";"So., 09.11.25";"15:51";"10096-250037207";"Di., 11.11.25";"21";""
"B&A Gastronomie GmbH (Santos)";"So., 09.11.25 15:47";"So., 09.11.25";"15:47";"10317-250037206";"Di., 11.11.25";"3";""
"Monki Ramen";"So., 09.11.25 15:45";"So., 09.11.25";"15:45";"11508-250037205";"Mo., 10.11.25";"25";""
"Muu Korean Kitchen";"So., 09.11.25 15:29";"So., 09.11.25";"15:29";"13486-250037204";"Di., 11.11.25";"7";""
"B&A Gastronomie GmbH (Bahama Bar)";"So., 09.11.25 15:23";"So., 09.11.25";"15:23";"10085-250037203";"Di., 11.11.25";"3";""
"Cias GmbH";"So., 09.11.25 15:23";"So., 09.11.25";"15:23";"13812-250037202";"Mo., 10.11.25";"9";""
"Bahama Bar KU-Depot";"So., 09.11.25 15:22";"So., 09.11.25";"15:22";"12292-250037201";"Di., 11.11.25";"2";""
"Fogón Productions";"So., 09.11.25 15:21";"So., 09.11.25";"15:21";"10524-250037200";"Mi., 12.11.25";"12";""
"Burgerheart Erlangen GmbH";"So., 09.11.25 15:09";"So., 09.11.25";"15:09";"11446-250037199";"Mo., 10.11.25";"14";""
"SUNDAYS";"So., 09.11.25 15:05";"So., 09.11.25";"15:05";"12681-250037198";"Mo., 10.11.25";"3";""
"Orginal Berliner Döner Bamberg";"So., 09.11.25 14:26";"So., 09.11.25";"14:26";"13498-250037197";"Mo., 10.11.25";"7";""
"Die Küche GbR";"So., 09.11.25 14:20";"So., 09.11.25";"14:20";"12839-250037196";"Mo., 10.11.25";"4";""
"Hotel Drei Raben Garni GmbH";"So., 09.11.25 13:48";"So., 09.11.25";"13:48";"10513-250037195";"Mo., 10.11.25";"13";""
"Koch & Kollegen GmbH (Spitiko) KU-Depot";"So., 09.11.25 13:36";"So., 09.11.25";"13:36";"13020-250037194";"Mo., 10.11.25";"5";""
"Original Berliner Döner Erlangen";"So., 09.11.25 13:10";"So., 09.11.25";"13:10";"12330-250037193";"Mo., 10.11.25";"10";""
"DIE schwestern - Huth GbR";"So., 09.11.25 12:51";"So., 09.11.25";"12:51";"13535-250037192";"Mo., 10.11.25";"4";""
"Bar Greek Avenue";"So., 09.11.25 12:21";"So., 09.11.25";"12:21";"10597-250037191";"Mo., 10.11.25";"19";""
"Bratwurstglöcklein Behringer";"So., 09.11.25 10:30";"So., 09.11.25";"10:30";"13108-250037190";"Mo., 10.11.25";"7";""
"Yoghurt Bar";"So., 09.11.25 10:18";"So., 09.11.25";"10:18";"12791-250037189";"Mo., 10.11.25";"11";""
"Café Bel Fiore";"So., 09.11.25 10:10";"So., 09.11.25";"10:10";"13487-250037188";"Di., 11.11.25";"9";""
"Litzbarski Gastronomiebetriebe GmbH";"So., 09.11.25 08:03";"So., 09.11.25";"08:03";"13992-250037187";"Mo., 10.11.25";"13";""
"HAUS 33 Entertainment GmbH";"So., 09.11.25 06:39";"So., 09.11.25";"06:39";"12703-250037186";"Mi., 12.11.25";"17";""
"Harlem GbR";"So., 09.11.25 05:57";"So., 09.11.25";"05:57";"10072-250037185";"Mo., 10.11.25";"31";""
"A & N Gastro GmbH & Co. KG";"So., 09.11.25 04:05";"So., 09.11.25";"04:05";"13848-250037184";"Fr., 14.11.25";"5";""
"Arizona Erlangen GmbH & Co. KG - KU-Kd.-Nr. 2005113";"So., 09.11.25 01:36";"So., 09.11.25";"01:36";"12531-250037183";"Di., 11.11.25";"9";""
"Arizona Erlangen GmbH & Co. KG";"So., 09.11.25 01:34";"So., 09.11.25";"01:34";"10023-250037182";"Di., 11.11.25";"34";""
"Du & Ich";"So., 09.11.25 00:49";"So., 09.11.25";"00:49";"13144-250037181";"Mo., 10.11.25";"5";""
"globo Restaurant Nguyen & Kieu GbR";"So., 09.11.25 00:00";"So., 09.11.25";"00:00";"12975-250037180";"Mo., 10.11.25";"5";""
"Burgerheart Nürnberg GmbH";"Sa., 08.11.25 23:48";"Sa., 08.11.25";"23:48";"11177-250037179";"Mo., 10.11.25";"1";""
"Burgerheart Nürnberg GmbH";"Sa., 08.11.25 23:41";"Sa., 08.11.25";"23:41";"11177-250037178";"Mo., 10.11.25";"27";""
"Tellerrand Gastro GmbH";"Sa., 08.11.25 23:30";"Sa., 08.11.25";"23:30";"10625-250037177";"Mo., 10.11.25";"22";""
"MODO MIO da maurizio";"Sa., 08.11.25 22:34";"Sa., 08.11.25";"22:34";"11050-250037176";"Di., 11.11.25";"10";""
"NaPizza Napoletana GbR Fürth";"Sa., 08.11.25 22:26";"Sa., 08.11.25";"22:26";"10436-250037175";"Mo., 10.11.25";"13";""
"ZweiSinn Meiers l Bistro l";"Sa., 08.11.25 15:51";"Sa., 08.11.25";"15:51";"10138-250037174";"Di., 11.11.25";"3";""
"Restaurant Entenstuben";"Sa., 08.11.25 15:29";"Sa., 08.11.25";"15:29";"10777-250037173";"Mo., 10.11.25";"6";""
"City Kiosk";"Sa., 08.11.25 14:57";"Sa., 08.11.25";"14:57";"12940-250037172";"Di., 11.11.25";"9";""
"City Kiosk";"Sa., 08.11.25 14:57";"Sa., 08.11.25";"14:57";"12940-250037171";"Mo., 10.11.25";"9";""
"Hiro Ramen";"Sa., 08.11.25 14:36";"Sa., 08.11.25";"14:36";"12781-250037170";"Mo., 10.11.25";"7";""
"Gastro Service West GmbH";"Sa., 08.11.25 13:37";"Sa., 08.11.25";"13:37";"12379-250037169";"Mo., 10.11.25";"16";""
"Swarg Indisches Restaurant KU Depot";"Sa., 08.11.25 13:13";"Sa., 08.11.25";"13:13";"12797-250037168";"Mo., 10.11.25";"6";""
"Pizzeria Mario";"Sa., 08.11.25 13:12";"Sa., 08.11.25";"13:12";"12794-250037167";"Mo., 10.11.25";"4";""
"Popken Fashion GmbH";"Sa., 08.11.25 10:06";"Sa., 08.11.25";"10:06";"13698-250037166";"Mo., 10.11.25";"4";""
"Premier Inn Opernhaus";"Sa., 08.11.25 07:15";"Sa., 08.11.25";"07:15";"11680-250037165";"Mo., 10.11.25";"14";""
"mach1 Club GmbH";"Sa., 08.11.25 06:45";"Sa., 08.11.25";"06:45";"11593-250037164";"Mo., 10.11.25";"4";""
"mach1 Club GmbH";"Sa., 08.11.25 06:45";"Sa., 08.11.25";"06:45";"11593-250037163";"Mo., 10.11.25";"4";""
"Gate 23 GmbH";"Sa., 08.11.25 05:03";"Sa., 08.11.25";"05:03";"12738-250037162";"Mo., 10.11.25";"1";""
"Die Box Club GmbH";"Sa., 08.11.25 03:39";"Sa., 08.11.25";"03:39";"12722-250037161";"Sa., 08.11.25";"7";""
"Napizza Napolenta GbR Nürnberg";"Sa., 08.11.25 00:10";"Sa., 08.11.25";"00:10";"11204-250037160";"Mo., 10.11.25";"15";""
"Nachtcafé";"Fr., 07.11.25 23:26";"Fr., 07.11.25";"23:26";"10024-250037159";"Sa., 08.11.25";"22";""
"Holuc-Eat & Meet GmbH";"Fr., 07.11.25 22:25";"Fr., 07.11.25";"22:25";"14019-250037158";"Mo., 10.11.25";"1";""
"Café Schnepperschütz";"Fr., 07.11.25 20:22";"Fr., 07.11.25";"20:22";"10056-250037157";"Sa., 08.11.25";"8";""
"Spielodrom Casino Gaming GmbH";"Fr., 07.11.25 19:51";"Fr., 07.11.25";"19:51";"11703-250037156";"Mo., 10.11.25";"6";""
"Ulrich Migotto";"Fr., 07.11.25 18:55";"Fr., 07.11.25";"18:55";"12356-250037155";"Mo., 10.11.25";"3";""
"Spacepub e. V. St. Peter Studentenwohnheim";"Fr., 07.11.25 17:26";"Fr., 07.11.25";"17:26";"12270-250037154";"Di., 11.11.25";"6";""
"Hahn GmbH";"Fr., 07.11.25 15:43";"Fr., 07.11.25";"15:43";"11033-250037153";"Mo., 10.11.25";"11";""
"MVM Intensiv und Heimbeatmungsdienst GmbH";"Fr., 07.11.25 14:51";"Fr., 07.11.25";"14:51";"13309-250037152";"Mo., 10.11.25";"8";""
"W. Gillitzer & S. Weiß GbR - Füll 6";"Fr., 07.11.25 14:24";"Fr., 07.11.25";"14:24";"13440-250037151";"Di., 11.11.25";"4";""
"W. Gillitzer & S. Weiß GbR - Füll 6";"Fr., 07.11.25 14:18";"Fr., 07.11.25";"14:18";"13440-250037150";"Di., 11.11.25";"4";""
"ETG Kurzschluss e. V.";"Fr., 07.11.25 13:57";"Fr., 07.11.25";"13:57";"12636-250037149";"Mo., 17.11.25";"11";""
"ABF-Apotheke";"Fr., 07.11.25 13:44";"Fr., 07.11.25";"13:44";"12544-250037148";"Mo., 10.11.25";"3";""
"Okonomi";"Fr., 07.11.25 13:41";"Fr., 07.11.25";"13:41";"12162-250037147";"Mo., 10.11.25";"17";""
"orca brau GmbH";"Fr., 07.11.25 13:09";"Fr., 07.11.25";"13:09";"14073-250037146";"Mi., 12.11.25";"18";""
"Wilma Wunder Nürnberg GmbH";"Fr., 07.11.25 13:00";"Fr., 07.11.25";"13:00";"13924-250037145";"Sa., 08.11.25";"1";""
"Elisee Klinik Nürnberg GmbH";"Fr., 07.11.25 12:30";"Fr., 07.11.25";"12:30";"10931-250037144";"Mo., 10.11.25";"8";""
"Café Kraft GmbH";"Fr., 07.11.25 12:23";"Fr., 07.11.25";"12:23";"10590-250037143";"Mo., 10.11.25";"3";""
"Frauenarztpraxis Dr.Kreutzer";"Fr., 07.11.25 11:58";"Fr., 07.11.25";"11:58";"14072-250037142";"Mo., 10.11.25";"2";""
"Polstermöbel Fischer";"Fr., 07.11.25 11:55";"Fr., 07.11.25";"11:55";"13321-250037141";"Sa., 08.11.25";"10";""
"Die Pumpe Fahrradladen";"Fr., 07.11.25 11:50";"Fr., 07.11.25";"11:50";"13528-250037140";"Di., 11.11.25";"7";""
"Männer am Herd UG (haftungsbes";"Fr., 07.11.25 11:41";"Fr., 07.11.25";"11:41";"10487-250037139";"Mo., 10.11.25";"18";""
"Hotel Wilder Mann GmbH";"Fr., 07.11.25 11:02";"Fr., 07.11.25";"11:02";"11601-250037138";"Mo., 10.11.25";"2";""
"Josephs GmbH";"Fr., 07.11.25 10:12";"Fr., 07.11.25";"10:12";"13348-250037137";"Mo., 10.11.25";"5";""
"Weinerei";"Fr., 07.11.25 09:27";"Fr., 07.11.25";"09:27";"13502-250037136";"Mo., 10.11.25";"8";""
"Süße Freiheit";"Fr., 07.11.25 09:11";"Fr., 07.11.25";"09:11";"13572-250037135";"Mo., 10.11.25";"16";""
"Regenzeit";"Fr., 07.11.25 09:00";"Fr., 07.11.25";"09:00";"13305-250037134";"Mo., 10.11.25";"26";""
"Caffé - Bar Centrale Constanti";"Fr., 07.11.25 08:20";"Fr., 07.11.25";"08:20";"10259-250037133";"Mo., 10.11.25";"6";""
"HENRII Gastronomie GmbH";"Fr., 07.11.25 04:46";"Fr., 07.11.25";"04:46";"11212-250037132";"Fr., 07.11.25";"1";""
"BALKON";"Fr., 07.11.25 04:19";"Fr., 07.11.25";"04:19";"10351-250037131";"Fr., 07.11.25";"7";""
"Premier Inn Nordost";"Fr., 07.11.25 04:11";"Fr., 07.11.25";"04:11";"11320-250037130";"Fr., 07.11.25";"19";""
"Mama Café";"Fr., 07.11.25 04:08";"Fr., 07.11.25";"04:08";"11003-250037129";"Fr., 07.11.25";"7";""
"Bela Lugosi";"Fr., 07.11.25 03:52";"Fr., 07.11.25";"03:52";"13387-250037128";"Fr., 07.11.25";"15";""
"Rixx Lounge";"Fr., 07.11.25 02:35";"Fr., 07.11.25";"02:35";"11428-250037127";"Fr., 07.11.25";"9";""
"MAXIM KU-Depot";"Fr., 07.11.25 02:17";"Fr., 07.11.25";"02:17";"12683-250037126";"Fr., 07.11.25";"3";""
"MAXIM";"Fr., 07.11.25 02:13";"Fr., 07.11.25";"02:13";"10654-250037125";"Fr., 07.11.25";"52";""
"mach1 Club GmbH";"Fr., 07.11.25 02:01";"Fr., 07.11.25";"02:01";"11593-250037124";"Fr., 07.11.25";"2";""
"Bel Hana Gastro GmbH";"Fr., 07.11.25 01:07";"Fr., 07.11.25";"01:07";"13189-250037123";"Fr., 07.11.25";"6";""
"Galerie Ostermayr GmbH";"Fr., 07.11.25 00:53";"Fr., 07.11.25";"00:53";"13167-250037122";"Fr., 07.11.25";"10";""
"Virgin Bar & Lounge";"Fr., 07.11.25 00:48";"Fr., 07.11.25";"00:48";"13671-250037121";"Fr., 07.11.25";"5";""
"KOKORO";"Fr., 07.11.25 00:43";"Fr., 07.11.25";"00:43";"10278-250037120";"Fr., 07.11.25";"12";""
"Society Nürnberg GmbH";"Fr., 07.11.25 00:39";"Fr., 07.11.25";"00:39";"10169-250037119";"Fr., 07.11.25";"58";""
"A Boire Nürnberg";"Fr., 07.11.25 00:30";"Fr., 07.11.25";"00:30";"12821-250037118";"Fr., 07.11.25";"15";""
"Napizza Napolenta GbR Nürnberg";"Fr., 07.11.25 00:27";"Fr., 07.11.25";"00:27";"11204-250037117";"Fr., 07.11.25";"9";""
"Frey GbR David Häuser, Muamet Abdiji / USG Bar Ohne Namen";"Fr., 07.11.25 00:11";"Fr., 07.11.25";"00:11";"10073-250037116";"Fr., 07.11.25";"10";""
"Restaurant Dürrer Hase";"Fr., 07.11.25 00:05";"Fr., 07.11.25";"00:05";"10038-250037115";"Fr., 07.11.25";"9";""
"HENRII Gastronomie GmbH";"Do., 06.11.25 23:42";"Do., 06.11.25";"23:42";"11212-250037114";"Fr., 07.11.25";"6";""
"Libbey";"Do., 06.11.25 23:34";"Do., 06.11.25";"23:34";"13608-250037113";"Fr., 07.11.25";"5";""
"KBH - Imbiss - Kneipe - Biergarten";"Do., 06.11.25 22:59";"Do., 06.11.25";"22:59";"13946-250037112";"Fr., 07.11.25";"20";""
"Itaefong Food Bar";"Do., 06.11.25 22:29";"Do., 06.11.25";"22:29";"11897-250037111";"Fr., 07.11.25";"9";""
"Restaurant ComPho 1966";"Do., 06.11.25 22:27";"Do., 06.11.25";"22:27";"11896-250037110";"Fr., 07.11.25";"7";""
"Steffen Städtler";"Do., 06.11.25 22:24";"Do., 06.11.25";"22:24";"11154-250037109";"Fr., 07.11.25";"6";""
"CoDung Restaurant";"Do., 06.11.25 22:24";"Do., 06.11.25";"22:24";"11895-250037108";"Fr., 07.11.25";"13";""
"Steffen Städtler";"Do., 06.11.25 22:23";"Do., 06.11.25";"22:23";"11154-250037107";"Fr., 07.11.25";"6";""
"Mom Restaurant";"Do., 06.11.25 22:21";"Do., 06.11.25";"22:21";"13683-250037106";"Fr., 07.11.25";"9";""
"BurgerBar Kuhmuhne GmbH";"Do., 06.11.25 22:11";"Do., 06.11.25";"22:11";"11360-250037105";"Fr., 07.11.25";"22";""
"Giannikis Gastronomie Delphi";"Do., 06.11.25 22:10";"Do., 06.11.25";"22:10";"10506-250037104";"Fr., 07.11.25";"9";""
"Die Küche GbR";"Do., 06.11.25 22:03";"Do., 06.11.25";"22:03";"12839-250037103";"Fr., 07.11.25";"9";""
"Hiro 11";"Do., 06.11.25 22:00";"Do., 06.11.25";"22:00";"11268-250037102";"Fr., 07.11.25";"6";""
"mach1 Club GmbH";"Do., 06.11.25 22:00";"Do., 06.11.25";"22:00";"11593-250037102";"Fr., 07.11.25";"20";""
"Dune Handel & Verwaltung GmbH (Heaven FKK-Club)";"Do., 06.11.25 21:53";"Do., 06.11.25";"21:53";"13082-250037101";"Fr., 07.11.25";"17";""
"Nguyen & Pham GbR";"Do., 06.11.25 21:44";"Do., 06.11.25";"21:44";"10032-250037100";"Fr., 07.11.25";"20";""
"Restaurant Mylos";"Do., 06.11.25 21:27";"Do., 06.11.25";"21:27";"11495-250037099";"Fr., 07.11.25";"9";""
"Verein zur Förderung ästhetischer Prozesse";"Do., 06.11.25 21:22";"Do., 06.11.25";"21:22";"13359-250037098";"Mo., 17.11.25";"10";""
"Liebermann und Jurica GbR";"Do., 06.11.25 21:11";"Do., 06.11.25";"21:11";"10787-250037097";"Fr., 07.11.25";"10";""
"Orginal Berliner Döner Bamberg";"Do., 06.11.25 20:48";"Do., 06.11.25";"20:48";"13498-250037096";"Fr., 07.11.25";"5";""
"HENRII Gastronomie GmbH";"Do., 06.11.25 20:36";"Do., 06.11.25";"20:36";"11212-250037095";"Fr., 07.11.25";"18";""
"Original Entertainment GmbH";"Do., 06.11.25 20:21";"Do., 06.11.25";"20:21";"12764-250037094";"Fr., 07.11.25";"4";""
"The Hummus Connection";"Do., 06.11.25 19:59";"Do., 06.11.25";"19:59";"12572-250037093";"Fr., 07.11.25";"6";""
"Beny's";"Do., 06.11.25 19:55";"Do., 06.11.25";"19:55";"12129-250037092";"Fr., 07.11.25";"4";""
"Kont & Kontes";"Do., 06.11.25 19:55";"Do., 06.11.25";"19:55";"11717-250037091";"Fr., 07.11.25";"24";""
"Kont & Kontes";"Do., 06.11.25 19:54";"Do., 06.11.25";"19:54";"11717-250037090";"Fr., 07.11.25";"24";""
"MQ Event Schiff GmbH";"Do., 06.11.25 19:30";"Do., 06.11.25";"19:30";"13716-250037089";"Fr., 07.11.25";"14";""
"Burgerheart Bamberg GmbH";"Do., 06.11.25 19:25";"Do., 06.11.25";"19:25";"11445-250037088";"Fr., 07.11.25";"15";""
"N9 Brinner GmbH";"Do., 06.11.25 19:24";"Do., 06.11.25";"19:24";"12692-250037087";"Fr., 07.11.25";"2";""
"Cafe Bar Markiz";"Do., 06.11.25 19:14";"Do., 06.11.25";"19:14";"10560-250037086";"Fr., 07.11.25";"10";""
"Bar Biene";"Do., 06.11.25 19:13";"Do., 06.11.25";"19:13";"10101-250037085";"Fr., 07.11.25";"20";""
"FIVE Diner II";"Do., 06.11.25 19:05";"Do., 06.11.25";"19:05";"12318-250037084";"Fr., 07.11.25";"11";""
"Frida Café Bar GbR";"Do., 06.11.25 19:03";"Do., 06.11.25";"19:03";"12679-250037083";"Fr., 07.11.25";"38";""
"Original Entertainment GmbH";"Do., 06.11.25 18:59";"Do., 06.11.25";"18:59";"12764-250037082";"Fr., 07.11.25";"12";""
"NaPizza Napoletana GbR Fürth";"Do., 06.11.25 18:26";"Do., 06.11.25";"18:26";"10436-250037081";"Fr., 07.11.25";"8";""
"Clubhouse Nürnberg";"Do., 06.11.25 18:21";"Do., 06.11.25";"18:21";"10115-250037080";"Fr., 07.11.25";"3";""
"Pho Nürnberg";"Do., 06.11.25 18:15";"Do., 06.11.25";"18:15";"11804-250037079";"Fr., 07.11.25";"16";""
"Golden Club";"Do., 06.11.25 18:14";"Do., 06.11.25";"18:14";"11461-250037078";"Fr., 07.11.25";"29";""
"Firstclass Event & Hotel";"Do., 06.11.25 18:09";"Do., 06.11.25";"18:09";"11770-250037077";"Fr., 07.11.25";"4";""
"Fantasy Billardcafe";"Do., 06.11.25 17:52";"Do., 06.11.25";"17:52";"13192-250037076";"Fr., 07.11.25";"14";""
"Original Berliner Döner Fürth";"Do., 06.11.25 17:52";"Do., 06.11.25";"17:52";"14030-250037075";"Fr., 07.11.25";"6";""
"BLOK";"Do., 06.11.25 17:34";"Do., 06.11.25";"17:34";"10410-250037074";"Fr., 07.11.25";"11";""
"MBM Gastro GmbH";"Do., 06.11.25 17:29";"Do., 06.11.25";"17:29";"13908-250037073";"Di., 11.11.25";"2";""
"Scholler";"Do., 06.11.25 17:02";"Do., 06.11.25";"17:02";"10923-250037072";"Fr., 07.11.25";"5";""
"Koch & Kollegen GmbH";"Do., 06.11.25 16:57";"Do., 06.11.25";"16:57";"12934-250037071";"Fr., 07.11.25";"6";""
"dasPaul Restaurant & Hotel";"Do., 06.11.25 16:50";"Do., 06.11.25";"16:50";"10134-250037070";"Fr., 07.11.25";"13";""
"WonderWaffel Fürth";"Do., 06.11.25 16:37";"Do., 06.11.25";"16:37";"11119-250037069";"Fr., 07.11.25";"11";""
"Henrietta Gastronomie GmbH";"Do., 06.11.25 16:34";"Do., 06.11.25";"16:34";"12841-250037068";"Fr., 07.11.25";"12";""
"La Piazza";"Do., 06.11.25 16:32";"Do., 06.11.25";"16:32";"13127-250037067";"Fr., 07.11.25";"9";""
"Osteria Amore e Sapore";"Do., 06.11.25 16:21";"Do., 06.11.25";"16:21";"12589-250037066";"Fr., 07.11.25";"4";""
"Bao Street GmbH";"Do., 06.11.25 15:55";"Do., 06.11.25";"15:55";"10831-250037065";"Fr., 07.11.25";"16";""
"L`angelo Pizza & Pasta Am  Eck";"Do., 06.11.25 15:29";"Do., 06.11.25";"15:29";"11396-250037064";"Fr., 07.11.25";"22";""
